obj,k,measure,test_number,ratio_TS,ratio_EB
CES-2,10,"(10, 10)",44,1.6171011196131784,0.9924610515630412
CES-2,10,"(10, 10)",45,1.6011631895218077,1.0009697613271225
CES-2,10,"(10, 10)",46,1.597978044921645,0.9934326716168708
CES-2,10,"(10, 10)",47,1.6136475193765552,0.9968249496303828
CES-2,10,"(10, 10)",48,1.6184737323925993,0.986605440970786
CES-2,10,"(10, 10)",49,1.620979540163611,0.9939538140873622
CES-2,10,"(10, 10)",50,1.6060991488702194,1.0069865287138733
square_root,10,"(10, 10)",1,1.5961624442569058,1.0025435992531702
square_root,10,"(10, 10)",2,1.5974621746798987,1.0032449686699103
square_root,10,"(10, 10)",3,1.604920887919089,1.0008706154052207
square_root,10,"(10, 10)",4,1.5997125870908262,0.9975702560076313
square_root,10,"(10, 10)",5,1.5987943672555462,1.0026616831474156
square_root,10,"(10, 10)",6,1.603184681606111,0.9990060913021145
square_root,10,"(10, 10)",7,1.6000051019567323,0.998930668864499
square_root,10,"(10, 10)",8,1.5955557197993697,0.994474013536787
square_root,10,"(10, 10)",9,1.598857295154221,1.0011527865952468
square_root,10,"(10, 10)",10,1.5993645397652931,0.9980807351240524
square_root,10,"(10, 10)",11,1.6048796740123565,1.0010376262130518
square_root,10,"(10, 10)",12,1.5979932480108636,1.002063884574784
square_root,10,"(10, 10)",13,1.600902857859213,0.9945994589943729
square_root,10,"(10, 10)",14,1.5960395279242554,0.9940557826842267
square_root,10,"(10, 10)",15,1.6057028644479416,0.9967406948042292
square_root,10,"(10, 10)",16,1.5992744055023753,0.9985806056118973
square_root,10,"(10, 10)",17,1.601626121565502,1.0047218259071886
square_root,10,"(10, 10)",18,1.598333234392378,1.0034640748471984
square_root,10,"(10, 10)",19,1.6096127640286348,1.0049606146810333
square_root,10,"(10, 10)",20,1.598225439103464,0.9982745310127266
square_root,10,"(10, 10)",21,1.6018930967328582,0.9971637088035955
square_root,10,"(10, 10)",22,1.597676411092671,1.0035310266192414
square_root,10,"(10, 10)",23,1.60047620191851,0.9992477169167742
square_root,10,"(10, 10)",24,1.605422469008176,0.9979241817056255
square_root,10,"(10, 10)",25,1.603764261438071,0.9990259937654127
square_root,10,"(10, 10)",26,1.5949116860211567,0.9966651921758538
square_root,10,"(10, 10)",27,1.605365708794453,1.0009452034073627
square_root,10,"(10, 10)",28,1.600666061657016,0.9974939769491037
square_root,10,"(10, 10)",29,1.5999622323677463,1.0032739072887051
square_root,10,"(10, 10)",30,1.5960503519052875,1.0010592290486673
square_root,10,"(10, 10)",31,1.594808173708444,0.9977868402769228
square_root,10,"(10, 10)",32,1.6020709267288118,0.9963908744638114
square_root,10,"(10, 10)",33,1.6017274033607045,1.0000432288069425
square_root,10,"(10, 10)",34,1.5968313267370722,1.0014011726108314
square_root,10,"(10, 10)",35,1.6006944634094145,0.9976722657830478
square_root,10,"(10, 10)",36,1.5942902607330005,0.9992540944008618
square_root,10,"(10, 10)",37,1.6066989509284693,1.0015353153372617
square_root,10,"(10, 10)",38,1.6016083918731958,0.9994577072939971
square_root,10,"(10, 10)",39,1.5998592564839158,0.9973774152408608
square_root,10,"(10, 10)",40,1.6009673459495204,0.9989493660028732
square_root,10,"(10, 10)",41,1.5997886395440895,0.9980524121604994
square_root,10,"(10, 10)",42,1.5942256041211986,0.9969624497800007
square_root,10,"(10, 10)",43,1.600898616197825,1.0060024899760032
square_root,10,"(10, 10)",44,1.6046515539663078,0.9963005965720232
square_root,10,"(10, 10)",45,1.5967150350764883,1.000681858086404
square_root,10,"(10, 10)",46,1.5942631334380613,0.9966073715613386
square_root,10,"(10, 10)",47,1.6032374244323075,0.9983487096891265
square_root,10,"(10, 10)",48,1.6052523294195113,0.9932777538754892
square_root,10,"(10, 10)",49,1.6066519278944078,0.9971537729719666
square_root,10,"(10, 10)",50,1.5992027886048945,1.0026647429207276
