obj,k,measure,test_number,ratio_TS,ratio_EB
max,5,log_view,23,2.0878586823066474,0.9968061548633356
max,5,log_view,24,2.1363459860036045,0.9951916114690456
max,5,log_view,25,2.209393819909008,0.9976859766432078
max,5,log_view,26,2.1314735982211586,0.994797157680688
max,5,log_view,27,2.175189408539546,1.0020871234530904
max,5,log_view,28,2.2131662328659703,0.9932201393192776
max,5,log_view,29,2.1703902681758658,0.9945333038487812
max,5,log_view,30,2.173260220748036,0.996661732332465
max,5,log_view,31,2.135382724881532,0.9960029061900608
max,5,log_view,32,2.2039579922150057,1.000578210710472
max,5,log_view,33,2.180884402826849,0.995085369784508
max,5,log_view,34,2.20915341789228,0.9947340295533752
max,5,log_view,35,2.181523318084071,0.9996757922012982
max,5,log_view,36,2.2385597991714223,0.9961436872661164
max,5,log_view,37,2.1735405338909235,0.9975553953511092
max,5,log_view,38,2.183382543262243,0.9972936153876012
max,5,log_view,39,2.147183711090524,0.9980530241216008
max,5,log_view,40,2.174220189197621,0.9964252225034408
max,5,log_view,41,2.1396539865354005,0.9977663585859896
max,5,log_view,42,2.216175847026132,0.9968540300770998
max,5,log_view,43,2.1357190973610503,0.9931408541470836
max,5,log_view,44,2.174398155336281,0.99607544930969
max,5,log_view,45,2.155452923135631,0.997121559795078
max,5,log_view,46,2.139562793596531,0.9973710046763216
max,5,log_view,47,2.1990956790738445,0.9971154549495588
max,5,log_view,48,2.1236343485685434,0.9941497513277712
max,5,log_view,49,2.15915204736329,0.9993363316110836
max,5,log_view,50,2.1754202187802254,0.9970557942148532
CES-2,5,log_view,1,1.4648915851029671,0.9972003115707428
CES-2,5,log_view,2,1.454609882194544,0.9911212920840388
CES-2,5,log_view,3,1.4791071379592515,0.9936942879577232
CES-2,5,log_view,4,1.4652668233404067,0.9965273464925452
CES-2,5,log_view,5,1.481310399879839,0.988891570313267
CES-2,5,log_view,6,1.480817162776655,0.9953096125529394
CES-2,5,log_view,7,1.4775052506885158,0.996021452612007
CES-2,5,log_view,8,1.4611270046215687,0.9875831186306372
CES-2,5,log_view,9,1.464404851490512,0.99019657402082
CES-2,5,log_view,10,1.475302542746562,0.9943830240247064
CES-2,5,log_view,11,1.4698549789231636,0.9932223450135316
CES-2,5,log_view,12,1.4768633869972596,0.9987122328889768
CES-2,5,log_view,13,1.4703145892037268,0.9898450073568203
CES-2,5,log_view,14,1.462814418620087,0.9894618619984792
CES-2,5,log_view,15,1.4693127384904705,0.9942593351231802
CES-2,5,log_view,16,1.468360736958379,0.9914881471693742
CES-2,5,log_view,17,1.4700078212557413,0.9916999158982296
CES-2,5,log_view,18,1.4674700783635426,0.9920146106406996
CES-2,5,log_view,19,1.4610689940007764,0.9924675296422828
CES-2,5,log_view,20,1.4739875217486549,0.9947228614661228
CES-2,5,log_view,21,1.4732702108165214,0.9884168653271052
CES-2,5,log_view,22,1.4688199182637585,0.9977327759659136
CES-2,5,log_view,23,1.4869506628335858,0.9894831136032366
CES-2,5,log_view,24,1.4803144645491328,0.9914788799430516
CES-2,5,log_view,25,1.463812105798994,0.9930162945663952
CES-2,5,log_view,26,1.4725047282016168,0.994666150915171
CES-2,5,log_view,27,1.4674309449987797,0.9940085062338472
CES-2,5,log_view,28,1.4605336395159765,0.9929807045656598
CES-2,5,log_view,29,1.4703399462175837,0.9931712087360176
CES-2,5,log_view,30,1.4672523531627613,0.9912202528095772
CES-2,5,log_view,31,1.479581172780584,0.9952318348108656
CES-2,5,log_view,32,1.4642681707459542,0.9961319446166176
CES-2,5,log_view,33,1.4705337320137153,0.9931406509979628
CES-2,5,log_view,34,1.4617448373941944,0.995375608533104
CES-2,5,log_view,35,1.4688337424004507,0.9917901537767216
CES-2,5,log_view,36,1.4567116378153606,0.9922042579187168
CES-2,5,log_view,37,1.47174566477138,0.9951675704952622
CES-2,5,log_view,38,1.4701447951499458,0.998308418439218
CES-2,5,log_view,39,1.475748426801584,0.9908295438247507
CES-2,5,log_view,40,1.4708531278133266,0.9971214790571888
CES-2,5,log_view,41,1.4800878112021705,0.9993540046772652
CES-2,5,log_view,42,1.4638557632219773,0.9955780546678332
CES-2,5,log_view,43,1.4748752835730956,0.997766236655486
CES-2,5,log_view,44,1.4737861968910857,0.9899913322399326
CES-2,5,log_view,45,1.471533041083956,0.9894269128975794
CES-2,5,log_view,46,1.4795494033642778,0.9954787133198278
CES-2,5,log_view,47,1.4678126582218856,0.9968286092458084
CES-2,5,log_view,48,1.4748611945862224,0.9897784315271992
CES-2,5,log_view,49,1.4732943432272516,0.9954546932616636
CES-2,5,log_view,50,1.4726238004868355,0.9959456636418116
square_root,5,log_view,1,1.4559363204872853,0.9985808288853693
square_root,5,log_view,2,1.4501515914151537,0.9954207798773242
square_root,5,log_view,3,1.4641933841688308,0.99674398082576
square_root,5,log_view,4,1.4558827581007283,0.9981734896857644
square_root,5,log_view,5,1.4653271816121327,0.9943057186715076
square_root,5,log_view,6,1.4646988495183515,0.9975454821528248
square_root,5,log_view,7,1.462835754278093,0.9979312071937224
square_root,5,log_view,8,1.4536386184677614,0.9936537337262256
square_root,5,log_view,9,1.45534499075928,0.9950029706686216
square_root,5,log_view,10,1.4613986395883038,0.997095927126146
square_root,5,log_view,11,1.4583898188327582,0.9966140713920818
square_root,5,log_view,12,1.4631150855436894,0.9993848444248186
square_root,5,log_view,13,1.4586117690486209,0.9947191631005878
square_root,5,log_view,14,1.454630011782229,0.9946237445323284
square_root,5,log_view,15,1.4580356870421487,0.997001353119009
square_root,5,log_view,16,1.4579347919411156,0.995583108081844
square_root,5,log_view,17,1.4589571342041396,0.99566941883946
square_root,5,log_view,18,1.457352974455969,0.995970359303584
square_root,5,log_view,19,1.4538158966502612,0.996089850494015
square_root,5,log_view,20,1.4606847537236458,0.9971257835837511
square_root,5,log_view,21,1.4605017687320423,0.994285465489391
square_root,5,log_view,22,1.4580071624249995,0.998824101292175
square_root,5,log_view,23,1.469176927881424,0.9948459661831288
square_root,5,log_view,24,1.4650275269816266,0.9955846537186928
square_root,5,log_view,25,1.4551865085306013,0.9964308861517914
square_root,5,log_view,26,1.459926136499739,0.9972982348641056
square_root,5,log_view,27,1.4570232747209173,0.9968199633007218
square_root,5,log_view,28,1.4533664912608737,0.9964757014116112
square_root,5,log_view,29,1.4587001986143269,0.9964600404253808
square_root,5,log_view,30,1.4568837002341457,0.9953735017243251
square_root,5,log_view,31,1.464356054232995,0.997516663449446
square_root,5,log_view,32,1.4552985873611,0.997917352591994
square_root,5,log_view,33,1.4591776371625516,0.996495263755132
square_root,5,log_view,34,1.4541345442318323,0.9976338957907004
square_root,5,log_view,35,1.4577299401978123,0.995741711474831
square_root,5,log_view,36,1.4512706107516702,0.99599893131827
square_root,5,log_view,37,1.4606778568704333,0.9976301827974534
square_root,5,log_view,38,1.458805547612074,0.999068746864172
square_root,5,log_view,39,1.4619996688219428,0.9951206241773032
square_root,5,log_view,40,1.4598081984121192,0.9984484378673674
square_root,5,log_view,41,1.4656740069455314,0.9996649315478332
square_root,5,log_view,42,1.4554705640415162,0.9976072682107292
square_root,5,log_view,43,1.4612574175674056,0.998896058707778
square_root,5,log_view,44,1.4619313414363702,0.9950222112271024
square_root,5,log_view,45,1.4593047237390355,0.9945415753440292
square_root,5,log_view,46,1.4651872874047784,0.9977150434023426
square_root,5,log_view,47,1.4576619305008434,0.9982427081243757
square_root,5,log_view,48,1.4611879394916192,0.9946750935064752
square_root,5,log_view,49,1.4602276460494368,0.9975465917410548
square_root,5,log_view,50,1.4619483385164111,0.9980097902336384
max,10,log_view,1,2.76424629498304,0.997768294086504
max,10,log_view,2,2.75552010786016,0.9961517483100883
max,10,log_view,3,2.8115232599257327,0.9987431623355584
max,10,log_view,4,2.7706077488420364,0.9964655680662662
max,10,log_view,5,2.729659659599106,0.9952784557436104
max,10,log_view,6,2.801305432965281,0.997456072487749
max,10,log_view,7,2.707099615804439,0.996805966962827
max,10,log_view,8,2.741747338199017,0.9995315847608336
max,10,log_view,9,2.7770131406781258,0.998400559783888
max,10,log_view,10,2.753650679015291,0.9960726581810704
max,10,log_view,11,2.806630384755693,1.000935541478368
max,10,log_view,12,2.7102386791986013,0.9976888319810502
max,10,log_view,13,2.736943059529963,0.9970511177095224
max,10,log_view,14,2.771702933730217,1.000405117124694
max,10,log_view,15,2.809549886016024,0.9977977335319774
max,10,log_view,16,2.81305150780976,1.0024316689554431
max,10,log_view,17,2.7716982153977403,0.9958757790592816
max,10,log_view,18,2.7663046432538403,0.9960236406376892
max,10,log_view,19,2.7226890438458424,0.9945988855758
max,10,log_view,20,2.7053691371126387,0.9964813346910408
max,10,log_view,21,2.7267468794774854,0.9966318930135432
max,10,log_view,22,2.6997297840044663,0.9964813346910408
max,10,log_view,23,2.77510552642227,1.0007536799687626
max,10,log_view,24,2.754879841918475,0.9945580455626256
max,10,log_view,25,2.8211475893427944,0.9979345736110627
max,10,log_view,26,2.682425226507383,0.9927068174464172
max,10,log_view,27,2.8133242115375423,0.988469310986032
max,10,log_view,28,2.77026643872606,0.9951770219219294
max,10,log_view,29,2.6988620360125144,0.9986602830677068
max,10,log_view,30,2.706283429842401,0.9995760707359552
